LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (i),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
0.0082,0.0084,-0.0314,46.1501,2,18.073,15:41:35:134
0.0016,-0.0305,-0.0306,46,2,15.808,15:41:36:136
0.0288,0.0053,0.0493,46.1609,2,26.293,15:41:37:134
-0.0168,0.0304,-0.0031,46,2,60.219,15:41:38:135
0.0172,-0.1296,0.0622,45,2,66.648,15:41:39:134
-0.0148,-0.0277,-0.0055,46.4206,2,56.991,15:41:40:135
0.0245,-0.0283,0.0092,46.1451,2,15.447,15:41:41:134
-0.0066,-0.0153,0.1475,46.4273,2,15.416,15:41:42:134
0.0221,-0.0024,-5.00E-04,46.4323,2,15.518,15:41:43:134
-0.0125,-0.0542,-0.0276,46.1521,2,15.562,15:41:44:134
-0.0019,-0.0351,0.0086,46.427,2,15.538,15:41:45:134
0.0107,-0.0245,-0.0165,46.1355,2,15.546,15:41:46:134
-0.0013,-0.0161,0.0827,46,2,15.47,15:41:47:135
0.0251,-0.0184,-0.027,45,2,42.695,15:41:48:134
0.004,0.0265,0.0472,46.4231,2,32.31,15:41:49:135
0.0379,0.0191,-0.0017,46.417,2,43.216,15:41:50:134
0.0056,-0.0015,0.0447,46.5818,2,42.033,15:41:51:134
-0.0038,0.0476,-0.0238,46.5776,2,37.107,15:41:52:134
0.0132,-0.0042,-0.0328,46.847,2,31.848,15:41:53:134
-0.0375,0.0268,0.0145,47,2,39.91,15:41:54:134
0.0015,-0.0158,-9.00E-04,46.4181,2,34.597,15:41:55:134
0.0016,0.025,-0.0018,47.1575,2,29.017,15:41:56:134
0.001,0.011,-0.0261,47.5817,2,15.597,15:41:57:134
-0.0122,-0.0261,-0.0611,47,2,17.284,15:41:58:135
-0.0117,-0.0307,0.0496,47.1574,2,26.438,15:41:59:134
0.0279,0.0497,-0.0342,46.8345,2,33.98,15:42:00:135
-0.0208,-0.0077,0.0559,47.5822,2,21.48,15:42:01:134
0.0151,0.0284,-0.0186,46.84,2,19.957,15:42:02:134
-0.0284,0.0443,0.0194,47.5676,2,30.781,15:42:03:135
0.0174,-0.0099,-0.0368,46,2,34.915,15:42:04:134
-0.034,-0.0043,0.0188,47.4274,2,15.373,15:42:05:148
0.0209,-0.0272,-0.0068,47.1496,2,15.41,15:42:06:134
0.0061,0.033,-0.0634,47.4211,2,24.438,15:42:07:134
0.0053,0.0337,0.043,47.4243,2,15.538,15:42:08:134
0.0325,-0.0393,-0.0334,47.1704,2,15.501,15:42:09:134
0.0131,0.0251,0.0634,47.4224,2,15.351,15:42:10:134
5.00E-04,0.0132,-0.0644,47.1516,2,15.543,15:42:11:134
0.0035,-0.0026,-0.0308,47.4203,2,15.575,15:42:12:134
0.0011,0.0016,-0.0048,47.1498,2,15.386,15:42:13:134
-0.0486,-0.0074,0.0544,47,2,24.44,15:42:14:134
-0.0078,0.014,0.0022,47.1558,2,15.514,15:42:15:134
-0.0234,-0.0018,0.016,47,2,15.624,15:42:16:144
-0.0028,0.0121,0.0255,46.8402,2,15.513,15:42:17:134
-0.016,-0.0216,-0.0338,46.4224,2,15.621,15:42:18:134
0.0224,-0.0131,0.0459,46.8425,2,15.514,15:42:19:134
-0.0139,0.0013,0.0388,47.5787,2,15.588,15:42:20:134
-0.0167,0.0259,0.0264,46.841,2,15.485,15:42:21:135
-0.015,-0.0087,-0.0075,47.5818,2,15.449,15:42:22:133
0.0326,0.0401,0.0296,46.838,2,15.603,15:42:23:135
0.0463,-0.0145,-0.0769,47.5766,2,15.478,15:42:24:136
-0.0098,-0.0266,-0.0328,47,2,15.506,15:42:25:133
-0.0196,-0.0129,0.0318,46.4143,2,15.49,15:42:26:134
-0.0204,0.011,0.042,47.1607,2,30.624,15:42:27:135
-0.0136,7.00E-04,0.0296,46.4199,2,15.452,15:42:28:135
0.0064,-0.0179,0.0389,46.8399,2,15.46,15:42:29:134
0.0294,0.0204,9.00E-04,47,2,15.545,15:42:30:135
-0.0032,0.0095,0.0489,46,2,15.43,15:42:31:135
-0.0143,-0.0348,0.0251,47.4191,2,15.473,15:42:32:134
-0.0209,0.0158,0.0057,47.1589,2,15.483,15:42:33:135
-0.0146,-0.0079,0.0529,47.4193,2,15.492,15:42:34:134
0.0107,0.0098,-0.0329,47.1499,2,27.226,15:42:35:134
0.0242,0.0062,0.0154,47.4205,2,15.459,15:42:36:135
0.0314,-0.0087,0.0166,47.148,2,15.376,15:42:37:134
-0.0015,0.04,0.0226,47.4174,2,15.431,15:42:38:135
-0.0073,-0.0042,-2.00E-04,47.1659,2,15.459,15:42:39:135
0.009,0.0035,0.0467,47.5796,2,15.452,15:42:40:136
0.0146,-0.0062,-0.0254,46.4221,2,15.41,15:42:41:135
0.0115,6.00E-04,0.037,47.5678,2,15.464,15:42:42:134
-0.0289,-0.0073,0.0582,46.8445,2,15.407,15:42:43:136
0,-0.0154,-0.0385,47.4155,2,32.809,15:42:44:134
0.0184,-0.0281,-0.0251,47.5907,2,15.392,15:42:45:135
-0.0114,0.0173,0.0086,46.8401,2,16.111,15:42:46:135
-0.0025,-0.0188,0.0261,47.4118,2,15.306,15:42:47:134
0.0201,-0.0133,0.0512,47.1565,2,42.46,15:42:48:134
0.0141,0.0612,-0.0108,47.1607,2,15.575,15:42:49:136
-0.0011,0.0049,0.0583,47.4208,2,15.45,15:42:50:134
-0.0041,-0.0061,0.0313,46.8344,2,15.638,15:42:51:135
-0.0054,3.00E-04,-0.0036,47.5833,2,15.365,15:42:52:134
0.0097,0.0234,0.0143,46.842,2,15.429,15:42:53:135
0.0151,0.0079,0.0099,47.5794,2,15.477,15:42:54:135
-0.0314,-0.037,-0.0123,47.5702,2,15.416,15:42:55:135
-0.0066,0.0191,0.0069,46.8416,2,15.546,15:42:56:135
0.0314,0.0143,-5.00E-04,47.5804,2,15.514,15:42:57:134
0.0032,0.0075,0.0092,46.4162,2,15.475,15:42:58:135
0.03,0.003,0.0465,47.5798,2,15.472,15:42:59:135
-0.0063,0.0072,0.0425,47.5755,2,15.374,15:43:00:136
0.0183,0.0268,0.0214,47.1826,2,45.434,15:43:01:134
0.0154,-0.0255,-0.0662,47,2,15.393,15:43:02:135
0.0103,-0.0044,0.0305,46.8219,2,15.591,15:43:03:134
-0.0191,-0.0046,7.00E-04,46,2,15.447,15:43:04:135
0.0052,-0.007,-0.0134,46.4199,2,15.567,15:43:05:134
-0.02,-0.0251,0.0122,47.1555,2,15.595,15:43:06:134
-0.0094,0.0027,0.0262,47.1649,2,15.589,15:43:07:135
-0.0427,-0.0142,0.0202,46.8373,2,15.61,15:43:08:135
-0.0118,0.0334,0.0419,47.1852,2,15.576,15:43:09:133
0.0058,0.0071,-4.00E-04,46,2,15.545,15:43:10:134
-0.0044,0.0287,0.0137,47,2,15.582,15:43:11:134
0.0115,0.0168,-0.0358,47.1615,2,15.561,15:43:12:134
0.018,0.0127,-0.0123,47.1562,2,15.491,15:43:13:134
-0.0205,0.0021,0.0372,47,2,16.197,15:43:14:134
-0.0066,0.008,0.0303,47.1622,2,17.423,15:43:15:134
0.0163,-0.0218,0.0254,47.58,2,15.572,15:43:16:135
-2.00E-04,-0.0116,-0.0105,46.4201,2,15.443,15:43:17:134
-0.0274,2.00E-04,-0.0222,46.8391,2,15.702,15:43:18:135
-0.0092,0.0392,-0.0044,47.5819,2,16.165,15:43:19:134
0.0107,-0.0278,0.0486,47.1688,2,15.341,15:43:20:135
0.0106,0.0098,0.0037,46.839,2,15.268,15:43:21:134
0.0331,-0.036,-0.0373,47,2,15.271,15:43:22:133
0.0154,-0.0107,-1.00E-04,45.8622,2,15.318,15:43:23:134
-0.0331,-0.0063,0.0013,46.421,2,15.299,15:43:24:134
0.0204,0.0134,-0.0417,46.5874,2,15.656,15:43:25:135
-0.026,-0.0398,-0.0258,46.1899,2,15.389,15:43:26:134
0.0113,-0.0045,-0.0365,47,2,15.451,15:43:27:135
-0.0128,-0.0054,-0.0456,46.5835,2,15.505,15:43:28:133
-0.0042,-0.0023,-0.008,46.4182,2,15.377,15:43:29:135
0.0353,0.0231,-0.0143,46.5727,2,15.462,15:43:30:134
-0.0171,-0.0125,-0.0022,45.822,2,15.515,15:43:31:135
-0.0204,-0.0406,0.0162,46.5723,2,15.355,15:43:32:133
0.0229,-0.0072,0.0287,46.4255,2,15.473,15:43:33:134
0.0242,0.008,-0.0152,47,2,15.551,15:43:34:135
-0.0175,-0.0049,-0.0161,46.4219,2,15.482,15:43:35:135
0.0034,-0.0526,0.0197,47,2,15.315,15:43:36:134
0.0098,-0.0313,0.0108,46.4104,2,15.513,15:43:37:135
0.0065,0.0201,0.05,46.5758,2,15.604,15:43:38:134
0.0372,-0.0195,0.0095,46.4216,2,15.697,15:43:39:135
-9.00E-04,-0.0299,0.0695,46.5738,2,15.5,15:43:40:134
0.0201,0.0195,-0.0228,46.4255,2,15.522,15:43:41:134
-0.0323,0.0378,-0.0252,47.1547,2,15.475,15:43:42:134
0.0094,-0.0059,-0.0134,47.4253,2,30.024,15:43:43:134
0.0308,0.0255,0.0462,47.1604,2,15.425,15:43:44:134
0.0208,0.0047,0.0069,46.5812,2,15.414,15:43:45:136
0.0203,-0.0258,0.0313,46.4208,2,15.442,15:43:46:135
-0.0124,0.0277,0.0346,47.1649,2,15.43,15:43:47:135
0.0072,0.0038,-0.0566,46.4159,2,15.435,15:43:48:135
-0.0044,0.0036,-0.0355,46.4216,2,15.277,15:43:49:134
-0.0367,0.0034,-0.0359,46.5904,2,15.293,15:43:50:135
-0.0011,0.0371,-0.1038,47.4062,2,15.281,15:43:51:134
0.0042,0.0295,-1.00E-04,46,2,15.359,15:43:52:135
-0.0123,-0.0208,-0.0465,47.5718,2,15.517,15:43:53:134
-0.0056,0.0067,-0.0059,46.841,2,15.4,15:43:54:134
0.0211,-3.00E-04,-0.0226,46.8694,2,15.508,15:43:55:134
-0.0018,-5.00E-04,0.0333,46.8482,2,15.507,15:43:56:133
-0.0301,-0.0166,-0.0379,47.5652,2,15.345,15:43:57:134
-0.0043,0.0161,-0.0378,46.1437,2,15.195,15:43:58:134
-0.0089,0.025,0.0173,47,2,15.496,15:43:59:134
-0.0334,-0.0052,0.0088,46.5662,2,39.309,15:44:00:134
-0.0214,0.0216,0.0231,46.1558,2,15.843,15:44:01:133
-0.0672,-0.0082,0.0028,46.4205,2,15.543,15:44:02:134
-0.0351,0.0025,0.0324,45.8681,2,15.501,15:44:03:135
-0.0376,-0.0092,0.0453,46.4153,2,15.855,15:44:04:134
-0.0474,-0.0085,0.0328,46.4319,2,25.287,15:44:05:134
-0.0297,0.0312,0.0168,46.5751,2,22.16,15:44:06:134
-0.0205,-0.0117,-0.0027,46.4319,2,28.821,15:44:07:134
0.0289,-0.0113,0.002,47.1443,2,15.525,15:44:08:134
-0.0293,0.0037,-0.0287,46.5846,2,15.441,15:44:09:134
-0.0018,-0.0068,0.0182,46.5772,2,15.44,15:44:10:134
-0.0574,0.017,-0.0561,46.1423,2,15.319,15:44:11:134
-0.0022,-0.0086,-0.0119,46.5818,2,15.754,15:44:12:134
-0.0099,0.023,-0.0425,46.4285,2,15.37,15:44:13:134
0.023,-0.0081,0.0588,46.5771,2,15.388,15:44:14:134
-0.0257,0.0526,-0.0056,45.8377,2,15.36,15:44:15:134
0.0122,-0.0069,0.0042,46.1591,2,15.281,15:44:16:136
2.00E-04,0.0289,0.0187,46.5747,2,15.38,15:44:17:136
-0.0111,0.0321,0.0061,46.1592,2,15.391,15:44:18:135
0.0133,-0.0076,-0.0465,46.5795,2,15.598,15:44:19:134
0.0225,0.033,-0.0133,45.8397,2,15.471,15:44:20:135
0.0119,-0.0258,-0.0222,45.8421,2,17.111,15:44:21:134
0.0066,0.005,0.0391,46.5665,2,25.906,15:44:22:134
0.0186,-0.0149,0.0638,45.8271,2,15.541,15:44:23:135
-0.009,0.0025,-0.0038,46.4214,2,15.527,15:44:24:135
0.0536,-0.0145,-0.0031,46.5807,2,15.644,15:44:25:136
0.018,-0.0103,-0.0179,46.1617,2,15.533,15:44:26:135
0.0338,-0.022,-0.0238,46.5826,2,16.588,15:44:27:134
0.0241,0.015,-0.0585,46.1628,2,15.414,15:44:28:134
0.0142,0.0241,-0.0037,45.8376,2,22.917,15:44:29:134
-0.0134,-0.0109,-0.0472,46.5799,2,15.344,15:44:30:136
0.0086,0.0213,-0.0119,46.1597,2,15.39,15:44:31:134
-0.008,-0.0014,0.0188,46.4108,2,15.422,15:44:32:134
-0.003,0.03,0.0405,46.5746,2,15.413,15:44:33:134
-0.0207,0.001,-0.0511,45.8589,2,15.384,15:44:34:135
-0.0016,-0.0029,-0.0193,46.4194,2,15.435,15:44:35:134
0.0102,-0.0328,-0.0487,46.5742,2,15.717,15:44:36:133
0.0091,-0.0294,-0.0042,46.4294,2,15.46,15:44:37:134
0.0073,0.0278,-0.0157,45.8563,2,15.571,15:44:38:134
1.00E-04,-0.0075,-0.0123,46.5781,2,15.487,15:44:39:134
0.0123,-0.0152,-0.0018,46.1567,2,15.504,15:44:40:135
-0.0288,0.0342,-0.0472,46.5711,2,15.581,15:44:41:134
0.0025,0.0043,0.0541,46.5779,2,15.477,15:44:42:134
-0.0098,-0.0209,0.0028,46.4113,2,15.51,15:44:43:134
0.0157,-0.0038,-0.0353,46.43,2,15.451,15:44:44:134
0.0177,-0.0033,0.0014,46.5784,2,15.404,15:44:45:134
-0.0282,0.0279,-0.0355,47.1442,2,15.814,15:44:46:134
0.03,0.0117,-0.0237,46.5778,2,15.69,15:44:47:134
0.0147,-0.0257,0.0486,46.4255,2,15.516,15:44:48:134
-0.0059,0.0433,0.0278,47.1581,2,44.7,15:44:49:134
-0.0193,-0.017,-0.0336,47,2,15.405,15:44:50:134
0.026,0.0114,-0.0086,47,2,19.662,15:44:51:134
-0.0091,0.0064,0.0082,46.8571,2,15.375,15:44:52:134
-0.0062,-0.0123,-3.00E-04,47.425,2,15.293,15:44:53:135
0.0016,0.0209,-0.0021,47.5809,2,15.508,15:44:54:134
0.0117,0.0349,0.0519,47,2,15.584,15:44:55:134
0.0223,0.0177,0.0122,46.8454,2,17.484,15:44:56:133
5.00E-04,-0.0376,-0.0316,46.5778,2,15.384,15:44:57:134
-0.0117,0.0135,-0.012,46.8622,2,15.533,15:44:58:133
-0.0265,0.0028,-0.0449,47.161,2,15.584,15:44:59:134
0.0162,-0.0065,0.0333,47,2,15.484,15:45:00:135
0.0033,-0.0077,0.0521,46.8374,2,15.491,15:45:01:134
0.0345,0.0251,-0.0172,47.4191,2,15.383,15:45:02:135
-0.0043,-0.0047,0.0178,47.5802,2,19.372,15:45:03:134
-0.0211,0.0025,0.0426,46,2,15.396,15:45:04:134
-0.0232,0.032,-0.0334,47.5801,2,15.456,15:45:05:134
-0.0127,0.0264,-0.027,47.1631,2,22.418,15:45:06:137
0.0062,0.0096,0.0308,46.5812,2,15.242,15:45:07:150
-0.017,4.00E-04,0.0147,47,2,15.386,15:45:08:137
-0.0092,-0.0177,-3.00E-04,47.5802,2,15.433,15:45:09:135
-0.0141,0.0167,-0.0467,46.8403,2,15.34,15:45:10:134
-0.0258,0.0102,-0.0104,47,2,15.418,15:45:11:135
0.0024,0.0072,0.0428,46.8381,2,15.438,15:45:12:134
0.0245,-0.0047,0.0115,47.1359,2,15.414,15:45:13:133
0.0118,-0.0169,-0.0234,47.4239,2,15.446,15:45:14:134
0.021,0.0222,0.006,46.8421,2,15.438,15:45:15:136
-0.003,0.0665,0.0158,46.5791,2,15.601,15:45:16:134
-0.0323,-0.0063,0.0848,46.4193,2,15.454,15:45:17:136
-0.0204,0.0162,-0.0423,47.161,2,15.539,15:45:18:135
-0.0489,0.0294,0.0477,47,2,15.495,15:45:19:134
0.0073,-0.0097,0.0267,46.8125,2,15.439,15:45:20:135
-0.0135,0.0296,-0.0491,46.8402,2,15.404,15:45:21:134
0.011,0.0107,-0.0019,47.5806,2,20.615,15:45:22:134
0.0227,-0.0135,0.0813,47.153,2,16.855,15:45:23:134
-0.0135,0.0344,-0.0062,46.5766,2,15.868,15:45:24:135
0.0231,0.0427,0.0848,46.4193,2,16.728,15:45:25:134
-0.0061,0.0065,0.0568,46.4211,2,16.355,15:45:26:134
-0.0035,-0.0259,-0.0201,46.8347,2,15.287,15:45:27:134
0.0175,-9.00E-04,0.0113,47,2,15.325,15:45:28:135
0.0119,-0.0138,0.0162,47.1566,2,15.445,15:45:29:135
0.0032,-0.018,-0.0289,48,2,30.349,15:45:30:134
-0.0029,0.043,-0.0369,47,2,15.709,15:45:31:134
-0.0235,0.0089,-0.0056,46.8415,2,15.514,15:45:32:135
-0.0617,-0.0354,-0.0293,46.5911,2,15.534,15:45:33:134
0.0209,-0.0283,-0.0308,47,2,20.896,15:45:34:134
0.036,-0.0028,-0.0692,46.8419,2,15.477,15:45:35:135
0.0184,-4.00E-04,0.0175,46.5899,2,17.127,15:45:36:135
0.0187,-0.0249,0.0091,46.4194,2,15.551,15:45:37:134
-0.0265,0.0066,-0.0071,47.1582,2,17.008,15:45:38:135
-0.0135,-0.0266,-0.0146,46.4197,2,16.323,15:45:39:135
0.0068,-0.0075,0.0358,46.4203,2,27.477,15:45:40:136
0.021,0.0059,0.0132,46.5804,2,18.716,15:45:41:134
0.0278,-0.0249,0.0398,46.4236,2,20.667,15:45:42:135
-0.0038,0.0108,0.024,46.8446,2,15.713,15:45:43:134
0.0046,-0.0238,0.0441,47.5854,2,19.293,15:45:44:134
-0.0089,0.005,0.0104,46.8409,2,15.819,15:45:45:135
-0.0011,-0.046,-0.021,47,2,18.492,15:45:46:135
-0.0057,0.0225,0.0101,47.1639,2,16.394,15:45:47:135
-0.0148,0.0071,0.0545,46.5668,2,17.738,15:45:48:134
0.0059,0.0267,-0.0274,46,2,27.05,15:45:49:134
0.009,0.0055,-0.0368,46.5778,2,40.211,15:45:50:134
-0.0457,-0.0528,0.0068,46.4307,2,20.753,15:45:51:134
-0.0078,-0.0804,-0.1211,46.4302,2,69.712,15:45:52:134
-0.0273,-0.0653,0.0028,46.1433,2,52.227,15:45:53:134
-0.0369,0.0972,0.0627,46.5721,2,37.683,15:45:54:134
-0.0088,-0.0207,-0.0674,46,2,53.232,15:45:55:134
0.0204,0.003,0.0105,47.2281,2,44.332,15:45:56:134
-0.0051,0.0598,0.0175,46.4227,2,25.837,15:45:57:134
-0.0088,0.0216,-0.0611,46.86,2,37.944,15:45:58:134
0.0163,-6.00E-04,0.006,46.571,2,40.888,15:45:59:134
-4.00E-04,0.0105,-0.011,46.4296,2,17.277,15:46:00:134
0.0157,-0.0134,0.0357,46.4198,2,22.655,15:46:01:134
0.039,-0.0099,-0.002,46.5758,2,27.685,15:46:02:134
1.00E-04,0.0042,-0.0076,46.4277,2,43.501,15:46:03:133
0.0049,0.0055,-0.0512,46.4177,2,28.74,15:46:04:134
0.0191,0.0098,0.0313,46.5789,2,35.169,15:46:05:135
0.012,0.0163,0.0046,46.4194,2,27.783,15:46:06:134
0.0065,-0.0045,0.0044,46.856,2,22.743,15:46:07:133
0.0091,-0.0242,-0.0434,47,2,29.291,15:46:08:134
-0.006,-0.0181,0.0298,46.4252,2,25.714,15:46:09:134
0.0066,-0.0026,0.0421,47.1592,2,31.337,15:46:10:135
0.0295,-0.0615,-0.0135,47,2,45.403,15:46:11:134
-0.0171,-0.0128,0.0154,46.4215,2,42.69,15:46:12:135
-0.002,0.0364,0.0024,46.8383,2,49.912,15:46:13:134
0.0131,0.0378,-0.0711,47,2,46.693,15:46:14:133
0.006,0.0148,0.011,46.5782,2,46.045,15:46:15:133
-0.0121,-0.0049,-0.0113,46.5669,2,51.895,15:46:16:134
0.1475,-0.021,0.0489,43,2,45.785,15:46:17:133
-1.2431,0.9387,2.374,14.2636,2,51.532,15:46:18:134
-1.635,-0.0845,-2.1944,8,2,48.492,15:46:19:133
-0.733,-0.0052,0.2509,6,2,39.683,15:46:20:133
