LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (i),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
0.0208,0.0047,0.0147,24,2,15.533,16:10:18:624
0.0171,7.00E-04,0.0401,24,2,15.48,16:10:19:623
-0.0361,-0.0111,0.0286,23.5657,2,15.555,16:10:20:625
-0.0291,-0.0063,0.0224,24,2,15.431,16:10:21:624
0.007,-0.0067,0.0377,24,2,15.567,16:10:22:624
0.0028,0.0288,0.0075,24,2,51.322,16:10:23:627
0.0128,-0.0112,-0.049,24,2,15.393,16:10:24:625
0.009,-0.0062,-0.0783,25,2,15.589,16:10:25:625
0.0064,-0.0342,-0.0067,25,2,24.968,16:10:26:623
0.0293,-0.0077,-0.0208,25,2,15.602,16:10:27:623
-0.0205,0.0076,0.0284,25.4338,2,16.511,16:10:28:624
-0.0124,-0.0304,-0.0061,25,2,28.561,16:10:29:625
0.0088,-0.0163,0.0516,25,2,47.131,16:10:30:624
-0.0365,-0.0273,-0.0882,25,2,58.369,16:10:31:624
-0.0151,-0.0411,-0.0445,25,2,15.57,16:10:32:623
0.0075,-0.0157,-0.0016,25,2,15.356,16:10:33:626
0.0058,0.0024,0.0376,24.5692,2,15.497,16:10:34:624
-0.0049,-0.0202,0.0362,24.5685,2,38.49,16:10:35:624
-0.0173,0.0051,0.0048,24.5662,2,15.469,16:10:36:624
-0.0117,0.0136,-0.0691,24.5756,2,15.394,16:10:37:625
0.0048,0.0106,0.0071,24.432,2,37.983,16:10:38:625
-0.0155,0.0273,0.0159,24.4316,2,15.548,16:10:39:624
-4.00E-04,-0.0168,0.0363,24.4258,2,15.499,16:10:40:625
0.0315,0.0086,-0.0081,24.5746,2,15.474,16:10:41:624
-0.0267,0.0043,-0.0111,25,2,15.607,16:10:42:624
0.0053,-0.0208,-0.0831,24.5819,2,15.655,16:10:43:624
0.0021,-0.0031,0.041,24.5657,2,15.671,16:10:44:625
-0.0294,0.0314,-0.0255,24.4275,2,15.59,16:10:45:624
0.0037,0.0098,0.076,24.5747,2,15.565,16:10:46:623
-0.0111,0.0034,-0.0623,24.5722,2,15.633,16:10:47:625
-0.0228,-1.00E-04,-0.0029,24.5724,2,15.43,16:10:48:624
-0.0063,0.0213,-0.0112,25,2,15.439,16:10:49:623
0.0187,0.0165,-0.0329,25,2,15.25,16:10:50:625
0.0155,0.0112,0.0841,24.4331,2,15.433,16:10:51:624
6.00E-04,-0.0069,-0.0505,24.5688,2,15.536,16:10:52:624
0.0238,0.0175,-0.0328,24.5816,2,15.46,16:10:53:624
-0.0012,0.0172,0.0028,25,2,15.492,16:10:54:625
-0.0105,0.0148,0.0297,25,2,15.567,16:10:55:624
0.0023,0.0273,-0.0151,24.5746,2,15.576,16:10:56:624
-0.0315,-0.0285,-0.0841,24,2,15.495,16:10:57:624
0.0234,-0.0017,-0.0239,24.5676,2,15.67,16:10:58:624
0.0114,-0.0494,-0.0011,25,2,19.966,16:10:59:624
6.00E-04,-0.0251,0.0296,25,2,32.669,16:11:00:624
2.00E-04,0.0148,-0.0659,25,2,15.649,16:11:01:625
-0.0055,0.0196,-0.0132,24.5685,2,36.73,16:11:02:624
0.0205,0.0124,0.0479,24,2,28.316,16:11:03:624
0.0372,0.0038,-0.0495,24.4179,2,15.443,16:11:04:623
0.0096,0.0211,0.1151,24.5789,2,15.342,16:11:05:624
-0.0113,-0.0079,0.0167,24.5686,2,15.457,16:11:06:625
0.0173,0.0087,0.0919,24.5688,2,15.523,16:11:07:624
-0.0149,0.0161,0.0071,25,2,15.484,16:11:08:624
-0.015,0.0164,0.0278,24.4314,2,15.437,16:11:09:624
0.0166,0.0379,-0.0276,24.4325,2,15.388,16:11:10:624
-0.01,-0.0022,0.0638,24.5683,2,41.674,16:11:11:626
0.0059,0.0082,0.0079,24.5679,2,15.615,16:11:12:624
-0.0017,-0.0301,-0.0277,24.4306,2,17.086,16:11:13:623
0.016,-0.0026,-0.0035,24.4315,2,15.679,16:11:14:624
0.002,0.0363,-0.0275,24,2,15.57,16:11:15:624
0.0146,-0.0141,-0.0049,24,2,15.683,16:11:16:624
0.0163,0.0227,0.0336,24,2,44.834,16:11:17:623
-0.0053,0.0053,0.0178,24.5688,2,15.613,16:11:18:623
-0.0227,0.0297,0.0568,24,2,15.696,16:11:19:624
0.0081,0.0187,-0.0087,24.5652,2,15.538,16:11:20:624
0.0167,0.0242,0.0275,24.4157,2,15.513,16:11:21:624
-0.0261,0.0115,0.0124,24,2,15.314,16:11:22:626
0.0087,0.0046,0.0168,24,2,15.259,16:11:23:623
0.0566,0.0111,0.0269,24,2,15.342,16:11:24:624
-0.0223,0.0041,0.0261,24,2,15.341,16:11:25:624
-0.0025,0.0355,-0.0167,24,2,15.555,16:11:26:623
0.0296,-0.0018,-0.0197,24,2,15.519,16:11:27:624
0.0011,-0.0391,-0.0549,24,2,15.557,16:11:28:624
0.0049,0.0266,0.0117,24,2,15.505,16:11:29:624
-0.011,-0.0311,0.0166,24,2,15.596,16:11:30:624
0.0053,0.0267,0.0447,24,2,15.678,16:11:31:624
0.0336,0.03,0.0027,24,2,15.663,16:11:32:630
-0.0353,0.0194,0.0072,23.5795,2,15.558,16:11:33:624
0.028,-0.0082,0.0362,23.5748,2,15.648,16:11:34:624
-0.0083,-0.0113,0.0137,23.5662,2,15.644,16:11:35:625
0.0045,0.0416,0.012,24,2,15.486,16:11:36:624
0.0312,0.003,-0.0092,24,2,15.422,16:11:37:624
0.0026,-0.007,0.0222,23,2,15.367,16:11:38:624
0.0049,-0.0086,0.0124,24,2,15.261,16:11:39:624
-0.0253,-0.0222,0.0123,23.5656,2,15.645,16:11:40:623
0.005,-0.0298,0.0224,23,2,15.501,16:11:41:624
-0.0455,0.0026,0.007,23,2,15.499,16:11:42:623
-0.0407,0.0038,-0.0491,22.4285,2,15.507,16:11:43:623
0.025,-0.0027,0.0217,23,2,15.545,16:11:44:624
-0.0044,-0.0137,-0.0456,23.4344,2,46.842,16:11:45:625
0.0197,-0.0201,0.0114,23.4344,2,15.533,16:11:46:624
0.0084,0.1371,0.1845,23.5654,2,47.403,16:11:47:623
0.012,-0.0547,-0.0047,23.5655,2,22.194,16:11:48:624
0.0368,-0.0242,0.0146,23,2,15.546,16:11:49:624
0.0039,-0.0072,0.0282,23,2,15.516,16:11:50:624
0.0143,0.0023,-0.0935,23,2,15.447,16:11:51:623
0.0029,-0.0526,-0.0721,23.4347,2,17.07,16:11:52:624
-0.0103,-0.0279,0.0587,23.4344,2,15.987,16:11:53:623
-0.0104,-0.0151,0.0395,23,2,15.3,16:11:54:624
0.0277,-0.0082,-0.0172,23.4344,2,15.414,16:11:55:624
0.0198,-0.0205,-0.0065,23,2,15.459,16:11:56:624
1.00E-04,0.0175,0.008,23.5655,2,15.387,16:11:57:623
0.0236,0.0059,-0.0472,23.4347,2,15.613,16:11:58:624
-0.0032,0.0217,-0.0128,23.4344,2,15.567,16:11:59:624
0.0372,0.0076,-0.0086,23,2,15.7,16:12:00:624
0.0149,-0.0041,0.0438,23,2,15.52,16:12:01:623
0.0188,0.0039,-0.0604,23,2,15.651,16:12:02:624
-0.0172,-0.0663,-0.0028,23,2,15.609,16:12:03:624
0.0493,-0.0594,0.0393,23,2,15.559,16:12:04:623
-0.0024,-0.0097,0.0412,23,2,15.467,16:12:05:624
7.00E-04,-0.0227,7.00E-04,23.4343,2,34.434,16:12:06:623
-0.0043,-0.0227,0.0329,23,2,15.418,16:12:07:624
0.0329,-0.0175,0.0342,22.5669,2,15.544,16:12:08:623
0.023,0.0127,0.0525,23,2,15.436,16:12:09:624
0.0209,-0.0454,0.0243,23,2,15.563,16:12:10:624
0.0065,-0.0158,-0.0025,22.5664,2,15.518,16:12:11:624
0.0335,-0.0016,0.0314,23,2,15.614,16:12:12:624
-0.0421,-0.0117,0.0237,23,2,15.678,16:12:13:624
0.024,-0.0055,0.026,22.4337,2,15.671,16:12:14:626
-0.0017,-0.0235,0.0398,22.4257,2,15.676,16:12:15:624
0.0096,-0.0161,-0.0226,23,2,15.593,16:12:16:624
-0.0253,-0.0273,-0.0405,22.5685,2,15.611,16:12:17:625
0.0292,-0.0424,-0.0381,23,2,15.614,16:12:18:623
0.0061,0.0018,-0.0053,23,2,15.633,16:12:19:624
-0.045,0.0177,-0.0254,23,2,15.542,16:12:20:624
0.0025,-0.0212,-0.0224,23,2,15.669,16:12:21:625
-0.0063,-0.0395,0.0237,23,2,15.599,16:12:22:624
0.0041,-0.0276,0.0474,23,2,15.633,16:12:23:624
0.0127,0.0187,-0.027,23,2,15.522,16:12:24:624
0.0129,-0.0355,0.0522,23,2,15.444,16:12:25:624
-0.0099,-0.0332,-0.0567,23.4277,2,15.54,16:12:26:624
-0.012,0.0141,-0.0924,24,2,15.494,16:12:27:625
0.0022,0.0061,0.0058,23.4336,2,15.521,16:12:28:624
-0.0095,-0.0548,-0.033,24,2,15.506,16:12:29:624
-0.0024,-0.0289,0.0072,23.5719,2,15.485,16:12:30:624
-0.0143,0.0173,-0.0078,23,2,15.405,16:12:31:624
0.0181,-0.0558,-0.0325,23.4223,2,15.443,16:12:32:628
-0.0091,-0.0163,-0.0371,23,2,15.461,16:12:33:624
0.0165,-0.0121,0.0123,23,2,21.782,16:12:34:624
0.0015,7.00E-04,-0.0747,23,2,15.426,16:12:35:624
0.017,0.0167,0.0412,23,2,15.497,16:12:36:627
0.0026,0.0056,-0.03,22.58,2,17.104,16:12:37:650
-0.0067,0.0162,0.0084,21.58,2,27.242,16:12:38:624
0.0398,-0.0101,0.0592,21.5768,2,38.952,16:12:39:624
-0.034,0.0148,-0.0571,21.4053,2,15.592,16:12:40:624
0.0085,-0.0129,-0.0189,21.4338,2,15.533,16:12:41:624
0.0019,-9.00E-04,0.0638,21.4329,2,15.583,16:12:42:625
-0.0077,0.0055,0.006,21,2,15.715,16:12:43:624
0.0205,0.0198,-0.0486,21.4183,2,15.572,16:12:44:623
-2.00E-04,5.00E-04,0.0285,23,2,48.319,16:12:45:624
-0.0061,-0.0051,0.008,23.5713,2,15.475,16:12:46:624
0.0069,0.0063,-0.0446,22.5825,2,15.564,16:12:47:625
-0.0254,0.0115,-0.0676,23,2,16.019,16:12:48:625
0.0238,0.0045,0.0181,23,2,16.374,16:12:49:625
0.0187,0.0101,0.0105,22.5662,2,15.697,16:12:50:625
-0.023,-0.0113,-0.0075,22.5674,2,15.614,16:12:51:625
0.0101,0.0186,-0.0529,22.4341,2,15.532,16:12:52:624
-0.016,0.0139,-0.0181,23,2,58.279,16:12:53:624
0.002,0.0014,0.0204,23,2,55.252,16:12:54:625
0.0019,-0.007,-0.0737,15.5686,2,15.504,16:12:55:624
0.0067,-0.0188,-0.0184,24.4239,2,41.623,16:12:56:624
0.0097,-0.0353,0.0365,24.5686,2,15.437,16:12:57:624
-0.0069,-0.0029,-0.0785,24.5685,2,15.446,16:12:58:624
-0.0214,-0.002,-0.0366,24.5685,2,15.46,16:12:59:625
-0.0033,0.0406,-0.06,24.4217,2,38.008,16:13:00:624
0.0172,0.0055,-0.0061,24.4277,2,39.022,16:13:01:623
0.0026,0.012,-0.0393,24.5779,2,18.579,16:13:02:624
-0.0317,0.0196,0.0029,24.4283,2,43.014,16:13:03:623
-0.0096,0.038,0.0046,24.5662,2,15.455,16:13:04:624
-0.0092,-0.0233,-0.0167,24.5774,2,48.254,16:13:05:624
-0.0322,-0.0195,-0.0481,24.566,2,15.554,16:13:06:623
-0.0209,-0.0123,-0.0027,25,2,15.636,16:13:07:626
-0.0429,0.0568,0.0122,25,2,15.433,16:13:08:623
-0.0028,0.0209,-0.0185,24.5661,2,49.714,16:13:09:626
0.0077,0.0306,0.0143,24.5677,2,15.426,16:13:10:623
-0.0198,-0.0069,0.0183,25,2,15.57,16:13:11:624
-0.0089,-0.0049,0.0343,25,2,15.675,16:13:12:629
0.0072,-0.0134,0.0215,25.4335,2,15.606,16:13:13:624
0.0061,-0.0374,0.0511,25.5803,2,15.669,16:13:14:625
-0.0451,0.0265,0.0254,25.4277,2,15.554,16:13:15:624
-0.0123,-0.0046,0.0531,25,2,15.723,16:13:16:623
-0.0129,0.0118,0.0141,25,2,15.506,16:13:17:625
-0.0358,0,-0.0197,25.5791,2,15.52,16:13:18:634
-0.0368,0.0011,-0.0018,25.5742,2,15.527,16:13:19:624
-0.0104,0.0057,0.0021,26,2,15.458,16:13:20:624
-0.0136,-0.0032,0.0099,25.5662,2,15.488,16:13:21:624
0.0278,0.0443,0.005,25.5704,2,15.367,16:13:22:623
-0.0139,0.0044,0.0687,25.5653,2,18.175,16:13:23:623
-0.003,0.0254,0.0541,26,2,15.466,16:13:24:624
0.0082,0.0092,-0.0122,25.4188,2,15.59,16:13:25:624
0.0217,0.011,0.0499,25.582,2,15.495,16:13:26:626
0.0063,0.0108,0.0533,25.5664,2,15.702,16:13:27:623
-0.0087,0.029,-0.0418,26,2,15.506,16:13:28:624
-0.0099,0.0048,0.079,25.5915,2,15.565,16:13:29:624
0.0243,0.0124,-0.0336,26,2,63.611,16:13:30:624
-0.0416,0.036,-0.0581,26,2,15.686,16:13:31:626
0.0188,-0.0263,-0.0897,26,2,15.588,16:13:32:628
-0.0114,0.019,-0.0161,26,2,15.639,16:13:33:624
0.0051,-0.0182,0.0354,26,2,15.627,16:13:34:625
-0.0087,0.0073,0.0433,26,2,15.68,16:13:35:625
0.0106,0.0463,-0.0288,26,2,15.626,16:13:36:626
-0.0167,-0.0308,-0.0112,26.4208,2,15.392,16:13:37:624
-8.00E-04,0.0061,-0.0274,26,2,15.569,16:13:38:624
-0.0157,0.0053,-0.0341,26,2,15.539,16:13:39:624
0.0268,0.0057,-0.0175,26,2,15.55,16:13:40:625
0.0115,0.0428,0.0361,26,2,15.566,16:13:41:624
-0.0117,0.0124,0.0051,26,2,15.663,16:13:42:624
0.0292,-0.0295,-0.0066,26.4263,2,15.473,16:13:43:624
-0.0026,0.0535,0.008,27.4282,2,47.531,16:13:44:624
-0.0116,-0.0205,-0.0353,27,2,54.925,16:13:45:624
0.0118,-0.0197,-0.0644,27,2,74.221,16:13:46:624
-0.0131,0.015,0.0033,27,2,47.285,16:13:47:624
-0.0036,-0.0027,-0.0507,27,2,21.61,16:13:48:623
0.0026,0.024,0.0305,27.432,2,24.419,16:13:49:625
0.0109,-0.0349,-0.0197,27.5665,2,62.218,16:13:50:626
0.0196,0.0114,0.069,27.568,2,48.287,16:13:51:624
0.0086,-0.0174,0.0141,28,2,53.59,16:13:52:624
-0.0066,0.014,-0.0146,27.5735,2,45.324,16:13:53:624
-0.0303,-0.0574,-0.0387,27.5815,2,56.441,16:13:54:626
-0.0333,0.0096,-0.0524,27.5657,2,71.68,16:13:55:624
-0.011,0.025,0.018,27,2,17.766,16:13:56:625
-0.0109,0.0214,0.0288,27.5686,2,57.844,16:13:57:623
-0.0135,-0.0145,-0.0119,28,2,20.56,16:13:58:627
-0.0221,0.0294,0.0534,28,2,65.431,16:13:59:625
0.0231,-0.0015,-0.0214,28,2,36.976,16:14:00:625
-0.0204,-0.0052,-0.0315,28,2,67.536,16:14:01:625
0.0145,-0.0483,-0.0553,27.5662,2,72.939,16:14:02:624
0.0395,0.0212,0.003,26.581,2,54.565,16:14:03:623
-0.0424,-0.0266,-0.0334,27,2,49.507,16:14:04:623
-0.008,6.00E-04,0.0068,28.4164,2,51.45,16:14:05:626
0.0117,0.0069,0,28.4267,2,47.527,16:14:06:624
-0.0037,0.0133,-0.0364,28.4335,2,48.707,16:14:07:624
0.0078,0.0432,0.048,28,2,48.638,16:14:08:624
0.0051,-0.0244,0.0502,28.4131,2,40.533,16:14:09:624
0.0565,0.0182,-0.0785,28,2,15.635,16:14:10:623
-0.013,-0.0249,0.0263,28.5766,2,51.802,16:14:11:624
-0.0208,-0.0135,0.0212,28.5663,2,46.651,16:14:12:624
0.008,-0.029,-0.0042,27,2,61.357,16:14:13:624
-0.0107,-0.027,0.0243,27,2,15.557,16:14:14:624
0.0244,0.0069,-0.0466,26.5665,2,20.665,16:14:15:624
0.0346,0.0168,0.016,26.5726,2,16.158,16:14:16:624
-0.0123,-0.0164,-0.0136,28.4318,2,15.506,16:14:17:623
0.0151,0.0046,-0.0025,28.5712,2,15.488,16:14:18:624
0.0163,0.0275,0.0089,27.574,2,50.034,16:14:19:624
-0.0235,0.0285,0.055,27,2,15.566,16:14:20:624
0.0041,0.0707,0.0707,26,2,53.343,16:14:21:627
-0.0279,0.0055,0.0577,26.429,2,15.406,16:14:22:624
-0.0258,0.0242,-0.031,26.4179,2,15.618,16:14:23:624
0.0037,0.0086,-0.0233,26,2,15.49,16:14:24:624
-0.0114,-0.0386,0.0336,26.4338,2,29.098,16:14:25:624
0.0381,-0.0086,0.0123,26,2,51.172,16:14:26:624
0.0203,0.0178,-0.0213,26.4271,2,36.718,16:14:27:625
0.0038,0.0041,-0.026,26.4261,2,54.74,16:14:28:625
-0.0076,-0.0261,0.0769,26.5701,2,50.408,16:14:29:624
0.1239,0.0811,0.0327,26.4279,2,39.408,16:14:30:624
-0.016,0.0163,0.0639,26.42,2,63.955,16:14:31:624
0.0076,-0.0328,0.0449,26,2,56.223,16:14:32:623
0.0187,0.0108,-0.0161,26.4117,2,15.453,16:14:33:624
0.009,-0.0045,-0.0118,26.5756,2,42.147,16:14:34:625
-0.0114,0.0289,0.0304,26.4334,2,40.66,16:14:35:624
0.0225,-0.0185,-0.0257,26,2,15.602,16:14:36:624
-0.0099,0.0042,-0.0317,26.5661,2,15.537,16:14:37:624
-0.0027,-0.0136,0.099,26,2,15.495,16:14:38:624
-0.0027,-2.00E-04,0.0458,26,2,15.575,16:14:39:624
0.0236,0.0065,2.00E-04,26,2,15.526,16:14:40:624
-0.0189,-0.0047,-0.0403,26,2,15.403,16:14:41:623
0.0323,-0.0061,-0.0802,26,2,15.512,16:14:42:624
6.00E-04,0.0239,0.0017,26,2,15.543,16:14:43:624
-0.0169,0.0358,0.0415,26,2,15.477,16:14:44:635
0.012,0.0052,0.022,26,2,15.5,16:14:45:625
0.0298,0.0306,-0.0041,26.4316,2,49.166,16:14:46:624
0.0129,0.0269,-0.0024,26.5678,2,15.606,16:14:47:624
1.00E-04,-0.0031,-0.0129,27,2,16.371,16:14:48:624
0.0018,0.0232,-0.0424,26.4314,2,21.715,16:14:49:624
-0.0025,0.0046,0.0254,26.569,2,22.305,16:14:50:625
-0.0163,0.019,0.0164,26.569,2,42.488,16:14:51:624
-0.0038,-0.0171,0.0143,27,2,15.468,16:14:52:624
0.0236,0.0125,0.0114,27,2,15.463,16:14:53:626
-0.0087,0.0331,0.0054,26.5691,2,15.484,16:14:54:624
0.0391,0.0238,0.0483,26.4308,2,15.481,16:14:55:624
0.0103,0.0059,-0.0509,26.5683,2,15.478,16:14:56:624
0.0276,0.0055,0.036,27,2,15.433,16:14:57:625
0.0163,0.0379,-0.0133,28.4314,2,15.515,16:14:58:624
-0.0048,0.0034,0.0893,28.5716,2,15.426,16:14:59:624
-0.0062,0.018,-0.0572,28.5805,2,15.507,16:15:00:628
0.0113,0.0276,0.021,28.4329,2,15.574,16:15:01:624
0.0115,0.0159,-0.0899,28.5693,2,15.535,16:15:02:623
5.00E-04,-0.0091,-0.0023,28.5664,2,15.446,16:15:03:624
-0.0273,-0.0268,-0.0519,29,2,15.629,16:15:04:625
0.0144,0.0222,-0.0345,29,2,15.528,16:15:05:624
0.0064,0.0162,-0.0149,28.5803,2,15.548,16:15:06:625
-0.0266,-0.0042,0.0286,28.5666,2,15.501,16:15:07:624
0.0273,-0.0302,-0.082,28.572,2,15.598,16:15:08:625
9.00E-04,-9.00E-04,-0.0031,28.4293,2,15.596,16:15:09:624
0.0182,0.0038,0.0164,29,2,15.733,16:15:10:624
0.0449,0.0361,-0.0317,28.5722,2,15.568,16:15:11:625
-0.0027,0.0038,-0.0528,29,2,15.735,16:15:12:624
0.0126,-0.0096,-0.03,28.5688,2,48.562,16:15:13:625
0.0057,-0.009,0.0303,29,2,50.581,16:15:14:624
0.0265,0.0135,0.0392,29,2,39.601,16:15:15:624
0.0373,-0.0051,0.0226,29,2,39.82,16:15:16:624
0.0377,0.0211,-0.0474,29,2,31.462,16:15:17:624
0.0188,0.0207,-0.0528,28.5689,2,50.806,16:15:18:625
0.0074,0.0333,-0.0159,28.5669,2,15.599,16:15:19:624
-0.0112,-0.0075,5.00E-04,28.4336,2,55.645,16:15:20:626
-0.0035,0.0049,-0.0763,29,2,15.646,16:15:21:624
0.0079,-0.0047,0.0316,29,2,15.696,16:15:22:623
-0.0139,-5.00E-04,0.0449,29,2,15.627,16:15:23:624
0.01,0.0265,0.0323,29,2,15.639,16:15:24:625
0.0102,-0.0332,-0.0513,29,2,15.638,16:15:25:639
-0.0028,0.0451,-0.0294,29,2,15.574,16:15:26:626
0.0031,-0.0025,0.016,29,2,15.52,16:15:27:624
0.008,-0.0025,0.03,29,2,15.501,16:15:28:624
0.0043,0.0087,0.0421,29.4342,2,15.503,16:15:29:624
-0.0122,0.0284,-0.0482,29.4314,2,15.572,16:15:30:624
-0.0117,0.0021,0.0091,29,2,15.46,16:15:31:624
0.0503,0.0293,-0.0058,29.4311,2,15.566,16:15:32:624
0.0025,0.0085,0.0287,29,2,15.346,16:15:33:624
-0.0204,0.0228,0.032,29.4335,2,15.395,16:15:34:624
0.0122,0.0492,-0.0915,30,2,15.462,16:15:35:624
-0.0111,0.0019,-0.0031,29.424,2,15.43,16:15:36:625
0.025,0.0304,0.0161,29,2,15.997,16:15:37:624
0.0208,-0.0272,-0.0487,30,2,15.903,16:15:38:624
-0.0056,0.0172,-4.00E-04,29.5751,2,15.392,16:15:39:626
-0.0015,-0.0127,0.0167,29.5864,2,15.657,16:15:40:626
0.0201,-0.0086,-0.0401,30,2,15.462,16:15:41:624
-0.0262,-0.0201,0.0133,29.5662,2,15.485,16:15:42:624
-0.0225,-0.0227,0.0556,29,2,30.638,16:15:43:624
-0.0292,0.0108,0.0218,29.5765,2,15.478,16:15:44:625
-0.009,-0.0075,-0.0133,30,2,48.201,16:15:45:624
0.0132,0.0067,-0.0191,29.5653,2,15.543,16:15:46:625
0.029,0.0373,0.0102,30,2,15.475,16:15:47:624
-0.0263,0.038,-0.0046,29.575,2,15.446,16:15:48:623
-0.0016,-0.0405,-0.0103,29,2,15.482,16:15:49:624
0.0389,-0.0334,-0.0084,29.4319,2,15.568,16:15:50:624
-0.0249,-0.0075,0.0732,30,2,15.577,16:15:51:625
0.0236,-0.0106,-0.0039,29.4329,2,15.718,16:15:52:624
-0.0038,0.0159,0.0573,29,2,15.591,16:15:53:625
0.0111,-0.0059,-0.0031,29.4285,2,15.671,16:15:54:624
-0.0038,-0.0303,-0.0726,29.4336,2,15.653,16:15:55:624
0.0211,-0.0081,-0.0717,30,2,15.671,16:15:56:624
0.0103,0.0057,0.0023,29.4263,2,15.651,16:15:57:624
0.0076,-0.0111,-0.0285,29.5809,2,15.668,16:15:58:624
-0.0051,0.0274,-0.0296,29.573,2,15.606,16:15:59:624
0.0073,-0.0236,-0.0094,29.5665,2,15.647,16:16:00:624
0.0105,0.0087,-0.0237,30,2,15.584,16:16:01:625
-0.0376,0.0327,-0.0029,29.5687,2,15.594,16:16:02:624
-0.0194,0.0059,0.0335,30,2,15.528,16:16:03:625
-0.0362,0.0097,-0.0121,30,2,15.641,16:16:04:626
-0.0078,0.0244,0.0486,30,2,15.477,16:16:05:623
-0.0013,-0.0097,-0.0124,30,2,15.636,16:16:06:625
0.0178,0.0043,-0.0718,30.4315,2,15.374,16:16:07:624
0.0301,-0.0199,-0.1121,30.4316,2,15.383,16:16:08:624
0.0031,0.0209,0.0112,30,2,15.517,16:16:09:624
0.0049,-0.0112,-0.0193,30,2,15.521,16:16:10:625
0.0462,0.0456,0.0036,30,2,15.516,16:16:11:624
0.0029,0.0025,-0.0619,30.5717,2,15.491,16:16:12:626
-0.0042,-0.0216,-0.0605,30.4269,2,15.438,16:16:13:624
0.0059,0.0246,-0.0175,30.5725,2,15.53,16:16:14:627
0.0337,0.0173,0.0362,31,2,67.069,16:16:15:626
-0.0144,-4.00E-04,-0.0051,30.4335,2,46.381,16:16:16:624
0.0158,0.0058,0.0207,30.5745,2,20.564,16:16:17:624
0.0048,0.0135,-0.0154,30.5685,2,15.586,16:16:18:624
-0.0044,0.0164,0.0289,30.5681,2,15.542,16:16:19:623
-0.0135,0.01,0.0904,30.5678,2,15.661,16:16:20:632
0.0141,0.0318,-0.0733,31,2,15.581,16:16:21:624
0.0122,0.037,-0.0588,30.4326,2,15.471,16:16:22:624
-0.0314,-0.0167,0.0212,29.5676,2,15.585,16:16:23:623
-0.0586,0.0441,-0.0513,29.5677,2,41.475,16:16:24:624
0.0093,0.0047,-0.0228,27,2,15.528,16:16:25:624
0.0273,0.0077,7.00E-04,26.5678,2,45.443,16:16:26:625
-0.016,0.0144,-0.0435,27,2,15.449,16:16:27:624
0.0315,-0.0307,-0.0221,27,2,15.563,16:16:28:624
0.0301,2.00E-04,0.0622,27.5678,2,15.639,16:16:29:624
-0.0164,0.0085,0.0854,27.5677,2,39.655,16:16:30:624
0.0505,0.0215,0.0118,27.4324,2,41.443,16:16:31:624
0.0078,0.0462,0.0352,27.5677,2,26.312,16:16:32:624
0.0291,0.0406,0.0234,27.4323,2,15.67,16:16:33:623
-0.0018,0.0171,-0.0636,28.5675,2,44.54,16:16:34:623
-0.0012,0.0241,0.0787,29,2,15.446,16:16:35:624
-0.0298,0.0265,-0.0518,28.5665,2,15.47,16:16:36:624
0.0544,-0.0265,0.0087,29,2,15.441,16:16:37:625
0.0036,0.0035,-0.0436,28.5663,2,15.333,16:16:38:624
-0.0111,0.0105,-0.0221,28.4332,2,15.408,16:16:39:624
0.0175,0.0144,-0.0062,28.4319,2,15.525,16:16:40:624
0.0016,0.0011,-0.0324,28.5684,2,16.544,16:16:41:623
0.0164,-0.0342,0.002,28.5665,2,44.921,16:16:42:624
-0.0142,-0.0154,-0.0602,29,2,51.979,16:16:43:624
-0.011,0.0014,0.0717,28.4314,2,15.556,16:16:44:624
0.0163,-0.0323,0.0261,28.4323,2,36.969,16:16:45:623
-0.0068,-1.00E-04,0.0117,28.5694,2,49.855,16:16:46:624
-0.0514,0.0105,0.0456,28,2,15.48,16:16:47:626
-0.0069,0.0042,-0.032,28.5731,2,15.597,16:16:48:625
-0.0257,-0.0522,-0.0306,29,2,32.87,16:16:49:624
9.00E-04,0.0106,-0.0376,28.5724,2,51.725,16:16:50:624
-0.0092,-0.0176,-0.0068,29,2,15.937,16:16:51:624
0.0014,-0.0159,0.0112,28.4285,2,15.497,16:16:52:634
0.0021,0.0409,0.0292,28.5727,2,15.597,16:16:53:630
-0.0106,-0.0085,-0.0055,28.5724,2,30.554,16:16:54:625
0.0361,0.0081,0.0108,28.4344,2,15.545,16:16:55:624
0.0083,0.0281,-0.0065,28.5656,2,15.676,16:16:56:623
-0.0147,-0.0053,0.0086,28.5656,2,15.643,16:16:57:624
-0.0022,0.0351,0.0163,28.5655,2,15.537,16:16:58:623
-0.0238,-0.0488,0.033,29,2,15.68,16:16:59:624
-0.0159,-8.00E-04,0.0122,29,2,15.496,16:17:00:624
0.018,0.0215,0.0016,29,2,15.445,16:17:01:626
-0.0257,-0.02,-0.0502,29.8669,2,15.578,16:17:02:624
-0.0067,-0.0101,0.053,30.5665,2,15.44,16:17:03:624
-0.0286,-0.0087,0.0759,30.5779,2,44.351,16:17:04:624
-0.0307,-0.0467,0.0397,31,2,35.831,16:17:05:623
-0.0361,-0.0189,0.0432,30.5799,2,15.58,16:17:06:624
-0.0361,-0.0053,0.0366,30.5798,2,15.599,16:17:07:624
